Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
S020_BJ20190416022PTS_sort_dedup_realigned_recal	S020_BJ20190416022PTS_sort_dedup_realigned_recal.bam	298722880.0	298629257.0	22858982501.0	22856713807.0	6477.6115	153.0	57.2633	0.0035	378.1034	99.9686589122333
S021_BJ20190416023PES_sort_dedup_realigned_recal	S021_BJ20190416023PES_sort_dedup_realigned_recal.bam	212806218.0	212749882.0	15736956151.0	15735129724.0	5653.2098	138.0	57.1707	0.0039	260.3001	99.97352708932593
S022_BJ20190416024PTS_sort_dedup_realigned_recal	S022_BJ20190416024PTS_sort_dedup_realigned_recal.bam	213539370.0	213479916.0	14715423651.0	14713980822.0	4675.5534	129.0	57.1395	0.0038	243.4033	99.9721578273833
S023_BJ20190416087PES_sort_dedup_realigned_recal	S023_BJ20190416087PES_sort_dedup_realigned_recal.bam	246645292.0	246574786.0	19117615812.0	19115529790.0	12404.2197	170.0	57.2597	0.0032	316.2186	99.97141400939451
S023_BJ20190424001PES_sort_dedup_realigned_recal	S023_BJ20190424001PES_sort_dedup_realigned_recal.bam	262890956.0	262807801.0	18673094601.0	18671322205.0	12754.476	134.0	57.1197	0.0036	308.8659	99.96836901456587
S024_BJ20190416088PTS_sort_dedup_realigned_recal	S024_BJ20190416088PTS_sort_dedup_realigned_recal.bam	195930582.0	195883937.0	14318603116.0	14317344104.0	13268.675	155.0	57.2546	0.003	236.8396	99.97619309883946
S024_BJ20190424002PES_sort_dedup_realigned_recal	S024_BJ20190424002PES_sort_dedup_realigned_recal.bam	251983780.0	251912914.0	18993448548.0	18991567319.0	28375.7334	148.0	57.1596	0.004	314.1648	99.97187676127407
S025_BJ20190416052PTS_sort_dedup_realigned_recal	S025_BJ20190416052PTS_sort_dedup_realigned_recal.bam	251440436.0	251369668.0	18261725507.0	18260021744.0	23304.1878	158.0	57.2308	0.0034	302.0616	99.97185496448948
S025_BJ20190416089PES_sort_dedup_realigned_recal	S025_BJ20190416089PES_sort_dedup_realigned_recal.bam	181149476.0	177502188.0	12617735302.0	12616534165.0	41271.9634	155.0	57.1234	0.0035	208.7061	97.98658650273987
S025_BJ20190424003PTS_sort_dedup_realigned_recal	S025_BJ20190424003PTS_sort_dedup_realigned_recal.bam	242225116.0	242156344.0	17926238980.0	17924440493.0	8827.1836	142.0	57.1728	0.0043	296.5124	99.97160822909875
S026_BJ20190416057PES_sort_dedup_realigned_recal	S026_BJ20190416057PES_sort_dedup_realigned_recal.bam	232486672.0	232429241.0	18136361075.0	18134622314.0	49706.2564	167.0	57.2135	0.0033	299.988	99.97529707853532
S026_BJ20190416090PTS_sort_dedup_realigned_recal	S026_BJ20190416090PTS_sort_dedup_realigned_recal.bam	203059584.0	202626396.0	14207967704.0	14206622322.0	11273.8555	140.0	57.1567	0.0037	235.0096	99.78666951272785
S026_BJ20190424011PTS_sort_dedup_realigned_recal	S026_BJ20190424011PTS_sort_dedup_realigned_recal.bam	218071704.0	218020572.0	15919889495.0	15918415868.0	9696.2314	143.0	57.1993	0.0034	263.326	99.9765526663652
S026_SZ20200107043PES_sort_dedup_realigned_recal	S026_SZ20200107043PES_sort_dedup_realigned_recal.bam	124166996.0	123905180.0	8904002694.0	8902918428.0	5997.3441	134.0	57.2066	0.0033	147.2784	99.78914203577898
S027_BJ20190416058PTS_sort_dedup_realigned_recal	S027_BJ20190416058PTS_sort_dedup_realigned_recal.bam	206742984.0	206690217.0	15394885938.0	15393518965.0	18422.2589	155.0	57.2255	0.0032	254.6421	99.97447700571063
S027_BJ20190416095PES_sort_dedup_realigned_recal	S027_BJ20190416095PES_sort_dedup_realigned_recal.bam	179473362.0	179404136.0	11851337025.0	11850319257.0	15777.1633	130.0	57.1218	0.0031	196.0293	99.96142825919759
S027_BJ20190424015PTS_sort_dedup_realigned_recal	S027_BJ20190424015PTS_sort_dedup_realigned_recal.bam	276659604.0	276584948.0	20943289493.0	20941205116.0	7745.0506	147.0	57.2404	0.0037	346.4165	99.97301521475467
S028_BJ20190416077PES_sort_dedup_realigned_recal	S028_BJ20190416077PES_sort_dedup_realigned_recal.bam	336761856.0	336651192.0	25993569131.0	25990763046.0	16982.7446	157.0	57.2016	0.0031	429.9516	99.9671387961468
S028_BJ20190416096PTS_sort_dedup_realigned_recal	S028_BJ20190416096PTS_sort_dedup_realigned_recal.bam	204969498.0	204909420.0	13904182321.0	13903013642.0	7790.3763	134.0	57.1619	0.0032	229.9848	99.97068929739
S028_BJ20190424016PES_sort_dedup_realigned_recal	S028_BJ20190424016PES_sort_dedup_realigned_recal.bam	277899768.0	277821617.0	21315038439.0	21312852417.0	10686.7617	150.0	57.2001	0.0033	352.5655	99.97187799019682
S029_BJ20190416078PTS_sort_dedup_realigned_recal	S029_BJ20190416078PTS_sort_dedup_realigned_recal.bam	215297200.0	215241055.0	16410522887.0	16408995128.0	7635.8346	163.0	57.2632	0.0031	271.4414	99.97392209466727
S029_BJ20190416098PTS_sort_dedup_realigned_recal	S029_BJ20190416098PTS_sort_dedup_realigned_recal.bam	241488572.0	241411473.0	17976954711.0	17975278326.0	11503.2995	157.0	57.2872	0.0032	297.3513	99.96807343744614
S029_BJ20190424017PES_sort_dedup_realigned_recal	S029_BJ20190424017PES_sort_dedup_realigned_recal.bam	281656116.0	281576709.0	21502438063.0	21500023763.0	38057.9019	155.0	57.1656	0.0035	355.6652	99.97180710963151
S030_BJ20190416081PES_sort_dedup_realigned_recal	S030_BJ20190416081PES_sort_dedup_realigned_recal.bam	270004484.0	269919993.0	21012684624.0	21010757387.0	22752.6776	165.0	57.2324	0.0033	347.5643	99.96870755672339
S030_BJ20190416099PES_sort_dedup_realigned_recal	S030_BJ20190416099PES_sort_dedup_realigned_recal.bam	202356106.0	202310783.0	14775808890.0	14774350001.0	18298.6661	165.0	57.2463	0.0032	244.4021	99.97760235611571
S030_BJ20190424020PTS_sort_dedup_realigned_recal	S030_BJ20190424020PTS_sort_dedup_realigned_recal.bam	198704572.0	198661174.0	14343409943.0	14342210991.0	11717.4105	148.0	57.2204	0.0029	237.2499	99.97815953625869
S031_BJ20190416082PTS_sort_dedup_realigned_recal	S031_BJ20190416082PTS_sort_dedup_realigned_recal.bam	257718364.0	257639193.0	20054565185.0	20052655724.0	7776.6486	166.0	57.2573	0.0033	331.7164	99.96928003159293
S031_BJ20190424027DNA_sort_dedup_realigned_recal	S031_BJ20190424027DNA_sort_dedup_realigned_recal.bam	88017278.0	88003981.0	6839667873.0	6839112860.0	30640.7732	183.0	57.3447	0.0029	113.1328	99.98489273890065
S032_BJ20190416085PES_sort_dedup_realigned_recal	S032_BJ20190416085PES_sort_dedup_realigned_recal.bam	274408550.0	274320537.0	21134119029.0	21132127989.0	26633.5598	164.0	57.2081	0.0033	349.573	99.96792629092643
S032_BJ20190424029DNA_sort_dedup_realigned_recal	S032_BJ20190424029DNA_sort_dedup_realigned_recal.bam	120255214.0	120232097.0	9590011668.0	9589203960.0	11074.3169	179.0	57.3834	0.0029	158.6254	99.98077671709103
S033_BJ20190416100PTS_sort_dedup_realigned_recal	S033_BJ20190416100PTS_sort_dedup_realigned_recal.bam	250922624.0	250845626.0	19036121468.0	19034270292.0	12545.1767	168.0	57.2592	0.0036	314.8706	99.96931404638906
S033_BJ20190424030DNA_sort_dedup_realigned_recal	S033_BJ20190424030DNA_sort_dedup_realigned_recal.bam	92180454.0	92162338.0	7166747064.0	7166134814.0	23239.4319	177.0	57.3945	0.003	118.543	99.98034724367922
S034_BJ20190416111PES_sort_dedup_realigned_recal	S034_BJ20190416111PES_sort_dedup_realigned_recal.bam	269067414.0	268988822.0	20869122952.0	20867034513.0	17454.0233	170.0	57.2394	0.0038	345.1897	99.97079096318961
S034_BJ20190424031DNA_sort_dedup_realigned_recal	S034_BJ20190424031DNA_sort_dedup_realigned_recal.bam	125061864.0	125034266.0	9911486210.0	9910585726.0	12212.4448	176.0	57.3094	0.0032	163.9428	99.97793252145995
S035_BJ20190416113PES_sort_dedup_realigned_recal	S035_BJ20190416113PES_sort_dedup_realigned_recal.bam	223532556.0	223467590.0	16804317552.0	16802242432.0	31931.7167	155.0	57.2562	0.0033	277.955	99.97093667197184
S035_BJ20190424032DNA_sort_dedup_realigned_recal	S035_BJ20190424032DNA_sort_dedup_realigned_recal.bam	144760544.0	144731930.0	11311433820.0	11310458845.0	9985.8002	164.0	57.3508	0.0029	187.0989	99.98023356419552
S036_BJ20190416076PTS_sort_dedup_realigned_recal	S036_BJ20190416076PTS_sort_dedup_realigned_recal.bam	248674010.0	248582373.0	19069508232.0	19067819259.0	13134.5915	167.0	57.3104	0.0032	315.4229	99.963149747736
S036_BJ20190416114PTS_sort_dedup_realigned_recal	S036_BJ20190416114PTS_sort_dedup_realigned_recal.bam	211915866.0	211853487.0	15720283715.0	15718838196.0	13849.084	150.0	57.2681	0.0034	260.0244	99.9705642615735
S036_BJ20190424033DNA_sort_dedup_realigned_recal	S036_BJ20190424033DNA_sort_dedup_realigned_recal.bam	114444828.0	114419940.0	9007826083.0	9007083883.0	11305.8424	175.0	57.3101	0.0031	148.9957	99.9782532767667
S037_BJ20190416080PTS_sort_dedup_realigned_recal	S037_BJ20190416080PTS_sort_dedup_realigned_recal.bam	235117332.0	235022061.0	18037850921.0	18036146322.0	24188.9825	169.0	57.2242	0.0033	298.3585	99.9594793802781
S037_BJ20190416116PTS_sort_dedup_realigned_recal	S037_BJ20190416116PTS_sort_dedup_realigned_recal.bam	243057198.0	242958712.0	17248001596.0	17246320897.0	8963.6006	135.0	57.1527	0.0043	285.2939	99.95948031952545
S037_BJ20190424034DNA_sort_dedup_realigned_recal	S037_BJ20190424034DNA_sort_dedup_realigned_recal.bam	97849964.0	97831773.0	7988395046.0	7987735272.0	9232.5832	179.0	57.4147	0.0031	132.1336	99.9814092931092
S038_BJ20190416083PES_sort_dedup_realigned_recal	S038_BJ20190416083PES_sort_dedup_realigned_recal.bam	223738834.0	223635739.0	15969928026.0	15968435292.0	88365.741	145.0	57.0891	0.0031	264.1537	99.95392172286014
S038_BJ20190416117PES_sort_dedup_realigned_recal	S038_BJ20190416117PES_sort_dedup_realigned_recal.bam	215331880.0	215269441.0	16194006091.0	16192503964.0	15780.7437	158.0	57.2954	0.0036	267.8601	99.97100336466667
S038_BJ20190424035DNA_sort_dedup_realigned_recal	S038_BJ20190424035DNA_sort_dedup_realigned_recal.bam	86496462.0	86478124.0	6761709106.0	6761138434.0	25404.8054	179.0	57.3322	0.0031	111.8433	99.97879913284777
S039_BJ20190416118PTS_sort_dedup_realigned_recal	S039_BJ20190416118PTS_sort_dedup_realigned_recal.bam	223951350.0	223885631.0	16762181524.0	16760604693.0	38985.6039	160.0	57.2632	0.0036	277.2581	99.9706547873009
S039_BJ20190416137PES_sort_dedup_realigned_recal	S039_BJ20190416137PES_sort_dedup_realigned_recal.bam	251426150.0	251320524.0	18800331253.0	18798511934.0	55836.6027	157.0	57.2004	0.0035	310.9705	99.95798925449878
S039_BJ20190424036DNA_sort_dedup_realigned_recal	S039_BJ20190424036DNA_sort_dedup_realigned_recal.bam	102539004.0	102520352.0	7893746161.0	7893081877.0	33389.2178	180.0	57.3844	0.003	130.568	99.98180984866988
S040_BJ20190416120PTS_sort_dedup_realigned_recal	S040_BJ20190416120PTS_sort_dedup_realigned_recal.bam	211668150.0	211618138.0	16139360071.0	16137795004.0	13972.2087	162.0	57.3008	0.0034	266.9562	99.97637244904347
S040_BJ20190416138PTS_sort_dedup_realigned_recal	S040_BJ20190416138PTS_sort_dedup_realigned_recal.bam	251119532.0	251040787.0	18779072160.0	18777344972.0	8420.216	152.0	57.2757	0.003	310.6188	99.9686424232425
S040_BJ20190424037DNA_sort_dedup_realigned_recal	S040_BJ20190424037DNA_sort_dedup_realigned_recal.bam	89436928.0	89421425.0	6970389620.0	6969799316.0	35736.5067	182.0	57.3472	0.0031	115.2951	99.98266599675696
S041_BJ20190416084PTS_sort_dedup_realigned_recal	S041_BJ20190416084PTS_sort_dedup_realigned_recal.bam	331965506.0	331835715.0	25410500072.0	25408293013.0	17747.7662	169.0	57.2308	0.0029	420.3073	99.96090226314055
S041_BJ20190424038DNA_sort_dedup_realigned_recal	S041_BJ20190424038DNA_sort_dedup_realigned_recal.bam	138634258.0	138597086.0	10861777790.0	10860849951.0	13083.3686	175.0	57.3044	0.003	179.6613	99.97318700259498
S042_BJ20190424028DNA_sort_dedup_realigned_recal	S042_BJ20190424028DNA_sort_dedup_realigned_recal.bam	323333486.0	323235181.0	25411731192.0	25409623506.0	9545.8816	182.0	57.2666	0.0029	420.3276	99.96959640610808
S042_BJ20190424039DNA_sort_dedup_realigned_recal	S042_BJ20190424039DNA_sort_dedup_realigned_recal.bam	105492998.0	105469561.0	8152812379.0	8152154116.0	24406.4425	177.0	57.3267	0.003	134.8532	99.97778335961218
S043_BJ20190424040DNA_sort_dedup_realigned_recal	S043_BJ20190424040DNA_sort_dedup_realigned_recal.bam	98231618.0	98213010.0	7631667275.0	7631018949.0	37005.8717	182.0	57.33	0.0031	126.2331	99.98105701567493
S043_BJ20190426001DNA_sort_dedup_realigned_recal	S043_BJ20190426001DNA_sort_dedup_realigned_recal.bam	380434584.0	380274836.0	29915449295.0	29912885069.0	9713.2129	182.0	57.3165	0.003	494.8222	99.9580090752212
S044_BJ20190424041DNA_sort_dedup_realigned_recal	S044_BJ20190424041DNA_sort_dedup_realigned_recal.bam	84910592.0	84894995.0	6576644245.0	6576088368.0	18970.9421	188.0	57.4193	0.0029	108.7822	99.98163126692134
S044_SZ20200107024DNA_sort_dedup_realigned_recal	S044_SZ20200107024DNA_sort_dedup_realigned_recal.bam	139074812.0	139018867.0	10303816916.0	10302813331.0	53407.8729	204.0	57.3029	0.0031	170.4323	99.95977344912751
S045_BJ20190424042DNA_sort_dedup_realigned_recal	S045_BJ20190424042DNA_sort_dedup_realigned_recal.bam	132778962.0	132746548.0	10375077400.0	10374226524.0	12091.1741	170.0	57.2894	0.0031	171.611	99.97558800015321
S045_SZ20200107029DNA_sort_dedup_realigned_recal	S045_SZ20200107029DNA_sort_dedup_realigned_recal.bam	126774876.0	126729993.0	9533701462.0	9532814788.0	30636.715	183.0	57.3092	0.003	157.694	99.96459629745566
S046_BJ20190424043DNA_sort_dedup_realigned_recal	S046_BJ20190424043DNA_sort_dedup_realigned_recal.bam	90096508.0	90077385.0	7040661714.0	7040091836.0	16764.1055	183.0	57.343	0.003	116.4574	99.97877498204481
S046_SZ20200107032DNA_sort_dedup_realigned_recal	S046_SZ20200107032DNA_sort_dedup_realigned_recal.bam	109679894.0	109643806.0	8167636718.0	8166905681.0	33163.4904	179.0	57.3644	0.0029	135.0984	99.96709697768308
S047_BJ20190416044PTS_sort_dedup_realigned_recal	S047_BJ20190416044PTS_sort_dedup_realigned_recal.bam	255372538.0	255287373.0	18990752517.0	18988878713.0	18892.6791	155.0	57.2031	0.0037	314.1202	99.96665068191474
S047_BJ20190424044DNA_sort_dedup_realigned_recal	S047_BJ20190424044DNA_sort_dedup_realigned_recal.bam	90239974.0	90223679.0	7066604935.0	7065997207.0	25102.2312	175.0	57.3261	0.0032	116.8865	99.98194259231502
S047_SZ20200107035DNA_sort_dedup_realigned_recal	S047_SZ20200107035DNA_sort_dedup_realigned_recal.bam	109299232.0	109259295.0	8088240165.0	8087523142.0	23276.7639	176.0	57.313	0.0031	133.7851	99.9634608594505
S048_BJ20190416045PES_sort_dedup_realigned_recal	S048_BJ20190416045PES_sort_dedup_realigned_recal.bam	255221326.0	255128002.0	19314318760.0	19311945173.0	47015.5825	163.0	57.1844	0.0035	319.4722	99.9634340901434
S048_BJ20190424045DNA_sort_dedup_realigned_recal	S048_BJ20190424045DNA_sort_dedup_realigned_recal.bam	112115326.0	112088993.0	8851076728.0	8850329648.0	11967.9903	168.0	57.3041	0.0032	146.4029	99.97651257777193
S048_SZ20200107038DNA_sort_dedup_realigned_recal	S048_SZ20200107038DNA_sort_dedup_realigned_recal.bam	105270402.0	105234861.0	7852184256.0	7851475465.0	22299.8269	177.0	57.3077	0.003	129.8806	99.96623837344137
S049_BJ20190416046PTS_sort_dedup_realigned_recal	S049_BJ20190416046PTS_sort_dedup_realigned_recal.bam	113037296.0	112978033.0	8530605245.0	8529745223.0	16893.3904	165.0	57.2757	0.0042	141.1021	99.94757217122391
S049_SZ20200107042DNA_sort_dedup_realigned_recal	S049_SZ20200107042DNA_sort_dedup_realigned_recal.bam	128063938.0	128013401.0	9622257278.0	9621432834.0	16303.5615	178.0	57.3082	0.003	159.1588	99.96053768079504
S050_BJ20190416047PES_sort_dedup_realigned_recal	S050_BJ20190416047PES_sort_dedup_realigned_recal.bam	310759636.0	310639528.0	23823780893.0	23821444935.0	7586.6826	154.0	57.2241	0.0034	394.0618	99.96135019285451
S050_BJ20190424047DNA_sort_dedup_realigned_recal	S050_BJ20190424047DNA_sort_dedup_realigned_recal.bam	104258640.0	104234851.0	8277227028.0	8276530074.0	11395.3792	173.0	57.3185	0.0033	136.9111	99.97718270639248
S050_SZ20200107047DNA_sort_dedup_realigned_recal	S050_SZ20200107047DNA_sort_dedup_realigned_recal.bam	105614586.0	105572785.0	7957286134.0	7956510189.0	15916.2856	181.0	57.3155	0.0032	131.619	99.96042118652058
S051_BJ20190416048PTS_sort_dedup_realigned_recal	S051_BJ20190416048PTS_sort_dedup_realigned_recal.bam	281665052.0	281564661.0	21873962148.0	21871838578.0	15244.6552	160.0	57.22	0.0038	361.8105	99.96435802053284
S051_BJ20190424048DNA_sort_dedup_realigned_recal	S051_BJ20190424048DNA_sort_dedup_realigned_recal.bam	92920430.0	92895681.0	7266365837.0	7265776372.0	17172.1758	175.0	57.3942	0.0031	120.1907	99.97336538369441
S052_BJ20190416049PES_sort_dedup_realigned_recal	S052_BJ20190416049PES_sort_dedup_realigned_recal.bam	281857114.0	281759079.0	22103179294.0	22100899946.0	13638.2784	161.0	57.225	0.0039	365.6019	99.96521819208012
S052_BJ20190424049DNA_sort_dedup_realigned_recal	S052_BJ20190424049DNA_sort_dedup_realigned_recal.bam	103630308.0	103608440.0	8214464771.0	8213752631.0	13163.3173	173.0	57.3198	0.0032	135.8729	99.97889806522625
S053_BJ20190416050PTS_sort_dedup_realigned_recal	S053_BJ20190416050PTS_sort_dedup_realigned_recal.bam	197351746.0	197282755.0	14239252410.0	14237900689.0	35557.6399	156.0	57.2116	0.0039	235.5271	99.96504160647254
S053_BJ20190424050DNA_sort_dedup_realigned_recal	S053_BJ20190424050DNA_sort_dedup_realigned_recal.bam	109010638.0	108987506.0	8661897423.0	8661155736.0	12249.5955	178.0	57.3339	0.0032	143.2738	99.97878005264037
S054_BJ20190416051PES_sort_dedup_realigned_recal	S054_BJ20190416051PES_sort_dedup_realigned_recal.bam	229422538.0	229355589.0	16599243056.0	16597683449.0	11329.7526	144.0	57.1929	0.0035	274.563	99.97081847294358
S054_BJ20190424051DNA_sort_dedup_realigned_recal	S054_BJ20190424051DNA_sort_dedup_realigned_recal.bam	91653744.0	91635617.0	7288001487.0	7287408267.0	11348.6306	174.0	57.3299	0.0033	120.5486	99.98022230275721
S055_BJ20190416010PTS_sort_dedup_realigned_recal	S055_BJ20190416010PTS_sort_dedup_realigned_recal.bam	262573978.0	262458394.0	18773499464.0	18771809075.0	11297.8773	142.0	57.1641	0.0042	310.5267	99.95598040564401
S055_BJ20190424052DNA_sort_dedup_realigned_recal	S055_BJ20190424052DNA_sort_dedup_realigned_recal.bam	111400870.0	111373758.0	8539971308.0	8539264881.0	15482.9822	165.0	57.2824	0.0029	141.257	99.97566266762549
S056_BJ20190416013PES_sort_dedup_realigned_recal	S056_BJ20190416013PES_sort_dedup_realigned_recal.bam	220149422.0	220071540.0	15064156939.0	15062841234.0	29333.8608	134.0	57.1539	0.0037	249.1716	99.96462311856536
S056_BJ20190424053DNA_sort_dedup_realigned_recal	S056_BJ20190424053DNA_sort_dedup_realigned_recal.bam	99908358.0	99890895.0	7741895148.0	7741259726.0	46251.8496	180.0	57.3107	0.0029	128.0563	99.98252098187821
S057_BJ20190416014PTS_sort_dedup_realigned_recal	S057_BJ20190416014PTS_sort_dedup_realigned_recal.bam	210211234.0	210129058.0	14392003365.0	14390669466.0	16883.3314	134.0	57.184	0.0043	238.0537	99.96090789324799
S057_BJ20190424054DNA_sort_dedup_realigned_recal	S057_BJ20190424054DNA_sort_dedup_realigned_recal.bam	98954752.0	98935991.0	7670114229.0	7669497355.0	26166.7017	173.0	57.3096	0.0031	126.869	99.9810408296511
S058_BJ20190416016PTS_sort_dedup_realigned_recal	S058_BJ20190416016PTS_sort_dedup_realigned_recal.bam	248834260.0	248745844.0	17659747257.0	17658147688.0	36698.821	144.0	57.1487	0.0037	292.1044	99.96446791531038
S059_BJ20190416086PTS_sort_dedup_realigned_recal	S059_BJ20190416086PTS_sort_dedup_realigned_recal.bam	242919952.0	242830756.0	17822415640.0	17820846080.0	11060.2364	154.0	57.2033	0.0036	294.7951	99.96328173158868
S060_BJ20190416030PTS_sort_dedup_realigned_recal	S060_BJ20190416030PTS_sort_dedup_realigned_recal.bam	293591798.0	293480587.0	21595291840.0	21593291186.0	30441.7094	151.0	57.2166	0.0038	357.2011	99.96212053580598
S061_BJ20190416033PES_sort_dedup_realigned_recal	S061_BJ20190416033PES_sort_dedup_realigned_recal.bam	285173284.0	285059872.0	20684763932.0	20682697211.0	41458.6033	149.0	57.2068	0.0038	342.1403	99.96023049620595
S061_BJ20190416053PES_sort_dedup_realigned_recal	S061_BJ20190416053PES_sort_dedup_realigned_recal.bam	171684926.0	171627395.0	13196211894.0	13194924879.0	18854.1476	159.0	57.2789	0.0056	218.2745	99.96649036037095
S061_BJ20190424058DNA_sort_dedup_realigned_recal	S061_BJ20190424058DNA_sort_dedup_realigned_recal.bam	94946196.0	94928686.0	7418642892.0	7418021460.0	12598.4262	168.0	57.3198	0.0029	122.7095	99.9815579762669
S062_BJ20190416035PES_sort_dedup_realigned_recal	S062_BJ20190416035PES_sort_dedup_realigned_recal.bam	288660396.0	288549662.0	20904383745.0	20902315338.0	13095.6684	145.0	57.2127	0.004	345.773	99.96163865859866
S062_BJ20190416079PES_sort_dedup_realigned_recal	S062_BJ20190416079PES_sort_dedup_realigned_recal.bam	189122882.0	189037285.0	13426054647.0	13424808291.0	112003.1396	156.0	57.1095	0.0056	222.0762	99.95474000866803
S063_BJ20190416157PES_sort_dedup_realigned_recal	S063_BJ20190416157PES_sort_dedup_realigned_recal.bam	177403974.0	177341510.0	12798784848.0	12797443210.0	79170.4853	148.0	57.1232	0.0051	211.7008	99.96478996575352
S063_BJ20190424060DNA_sort_dedup_realigned_recal	S063_BJ20190424060DNA_sort_dedup_realigned_recal.bam	91528816.0	91507418.0	7045610498.0	7044977337.0	17704.6689	183.0	57.3963	0.0029	116.5393	99.97662157019491
S064_BJ20190416158PTS_sort_dedup_realigned_recal	S064_BJ20190416158PTS_sort_dedup_realigned_recal.bam	197741142.0	197686586.0	14907473726.0	14906120049.0	14699.6334	160.0	57.2404	0.0055	246.5799	99.97241039500014
S064_BJ20190424061DNA_sort_dedup_realigned_recal	S064_BJ20190424061DNA_sort_dedup_realigned_recal.bam	104931110.0	104906824.0	8159272666.0	8158582043.0	15751.6838	180.0	57.3331	0.003	134.96	99.97685529105715
S065140_SZ20191229059PES_sort_dedup_realigned_recal	S065140_SZ20191229059PES_sort_dedup_realigned_recal.bam	255542228.0	255230898.0	18459399040.0	18456899187.0	63353.5229	143.0	57.0771	0.0043	305.3312	99.87816886373864
S065_BJ20190416109PES_sort_dedup_realigned_recal	S065_BJ20190416109PES_sort_dedup_realigned_recal.bam	213982160.0	213902282.0	15487178054.0	15485499679.0	49002.0	146.0	57.1851	0.0055	256.1686	99.96267071983945
S065_BJ20190424062DNA_sort_dedup_realigned_recal	S065_BJ20190424062DNA_sort_dedup_realigned_recal.bam	108962394.0	108934008.0	8474600166.0	8473865377.0	20564.7305	185.0	57.329	0.0032	140.1758	99.97394881026568
S065_SZ20191229059PES_sort_dedup_realigned_recal	S065_SZ20191229059PES_sort_dedup_realigned_recal.bam	106091326.0	105966815.0	7669777716.0	7668692173.0	63152.3065	143.0	57.1457	0.0043	126.8634	99.88263790764572
S066141_SZ20191229060PES_sort_dedup_realigned_recal	S066141_SZ20191229060PES_sort_dedup_realigned_recal.bam	254967620.0	254551065.0	18119789448.0	18117083887.0	66393.256	138.0	57.0502	0.0048	299.7139	99.83662435253542
S066_BJ20190416110PTS_sort_dedup_realigned_recal	S066_BJ20190416110PTS_sort_dedup_realigned_recal.bam	204781140.0	204709533.0	14766491280.0	14765011956.0	10585.3653	149.0	57.2603	0.0059	244.248	99.96503242437268
S066_SZ20191229060PES_sort_dedup_realigned_recal	S066_SZ20191229060PES_sort_dedup_realigned_recal.bam	105560948.0	105398071.0	7507284547.0	7506163346.0	67186.1418	138.0	57.1281	0.0048	124.1757	99.84570335613128
S067142_SZ20191229062PES_sort_dedup_realigned_recal	S067142_SZ20191229062PES_sort_dedup_realigned_recal.bam	231463102.0	231244628.0	16443658785.0	16441254551.0	28229.6828	131.0	57.1061	0.0047	271.9895	99.90561173763237
S067_BJ20190416031PES_sort_dedup_realigned_recal	S067_BJ20190416031PES_sort_dedup_realigned_recal.bam	266249374.0	266142264.0	19799084217.0	19797014296.0	14329.9085	145.0	57.1665	0.0058	327.4906	99.95977079743294
S067_BJ20190424064DNA_sort_dedup_realigned_recal	S067_BJ20190424064DNA_sort_dedup_realigned_recal.bam	108418244.0	108388598.0	8154997593.0	8154341715.0	15369.8243	164.0	57.2736	0.003	134.8893	99.97265589359665
S067_SZ20191229062PES_sort_dedup_realigned_recal	S067_SZ20191229062PES_sort_dedup_realigned_recal.bam	96038286.0	95953282.0	6828690441.0	6827668415.0	28073.0497	132.0	57.1738	0.0047	112.9513	99.9114894657741
S068143_SZ20191229064PES_sort_dedup_realigned_recal	S068143_SZ20191229064PES_sort_dedup_realigned_recal.bam	228258656.0	228015171.0	15779059687.0	15776718673.0	39599.2803	121.0	56.9979	0.0046	260.9966	99.89332934651118
S068_BJ20190416133PES_sort_dedup_realigned_recal	S068_BJ20190416133PES_sort_dedup_realigned_recal.bam	236798896.0	236718887.0	18099311125.0	18097551977.0	18903.1204	164.0	57.2162	0.0059	299.3751	99.96621225801661
S068_BJ20190424065DNA_sort_dedup_realigned_recal	S068_BJ20190424065DNA_sort_dedup_realigned_recal.bam	125289240.0	125259470.0	9821541081.0	9820697798.0	15095.5037	182.0	57.3184	0.003	162.4551	99.97623898109687
S068_SZ20191229064PES_sort_dedup_realigned_recal	S068_SZ20191229064PES_sort_dedup_realigned_recal.bam	94151444.0	94054426.0	6513224547.0	6512248611.0	39579.4849	121.0	57.0563	0.0047	107.7332	99.8969553775511
S069144_SZ20191229066PES_sort_dedup_realigned_recal	S069144_SZ20191229066PES_sort_dedup_realigned_recal.bam	219534002.0	219380958.0	16295202873.0	16292909078.0	44360.7808	142.0	57.1206	0.004	269.5339	99.93028688102721
S069_BJ20190416034PTS_sort_dedup_realigned_recal	S069_BJ20190416034PTS_sort_dedup_realigned_recal.bam	264759162.0	264652171.0	16507338760.0	16505814839.0	5501.214	122.0	57.1553	0.0045	273.0428	99.95958931158727
S069_BJ20190426002DNA_sort_dedup_realigned_recal	S069_BJ20190426002DNA_sort_dedup_realigned_recal.bam	90303918.0	90282547.0	6974207072.0	6973594797.0	31695.0204	184.0	57.4014	0.0031	115.3582	99.97633436015478
S069_SZ20191229066PES_sort_dedup_realigned_recal	S069_SZ20191229066PES_sort_dedup_realigned_recal.bam	90842818.0	90783167.0	6746383470.0	6745434359.0	44513.3693	142.0	57.1754	0.004	111.5899	99.93433603083514
