Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
S067142_SZ20191229062PES-a_ffpedna_wesplus_39003_S43_L004_R1_001	37.527899999999995	0.950092	27679405173.0	231463102.0	0.527207	96.71260276850718	62.08003984174911
S067_BJ20190416031PES-1_ffpedna_wesplus_24948_S7_L001_R1_001	35.038000000000004	0.936922	32639423118.0	266249374.0	0.523871	99.02895677477972	52.51998583858413
S067_BJ20190424064DNA-2_gdna_wesplus_25434_S45_L002_R1_001	23.9453	0.953866	14262805243.0	108418244.0	0.494822	99.05795292922272	37.5618510077743
S067_SZ20191229062PES-a_ffpedna_wesplus_39072_S65_L004_R1_001	26.064500000000002	0.948632	11478454269.0	96038286.0	0.527011	96.64086693194609	61.84623133237752
S068143_SZ20191229064PES-d_ffpedna_wesplus_39004_S44_L004_R1_001	38.2882	0.953482	26128354612.0	228258656.0	0.556742	97.03996684245631	70.13523742179726
S068_BJ20190416133PES-a_ffpedna_wesplus_24949_S8_L001_R1_001	30.5905	0.930091	30497061307.0	236798896.0	0.5025	99.25846039383694	35.71669964147576
S068_BJ20190424065DNA-9_gdna_wesplus_25435_S46_L002_R1_001	26.9611	0.953991	17206181613.0	125289240.0	0.493298	99.05541874772067	22.740079091752836
S068_SZ20191229064PES-d_ffpedna_wesplus_39073_S66_L004_R1_001	26.1845	0.951883	10770874066.0	94151444.0	0.556634	96.96419693908035	69.89637111677479
S069144_SZ20191229066PES-a_ffpedna_wesplus_39005_S45_L004_R1_001	34.547	0.951695	27618489607.0	219534002.0	0.530808	97.7983656223321	52.054673996407615
S069_BJ20190416034PTS-4_atdna_wesplus_24950_S9_L001_R1_001	48.5966	0.942856	29424086964.0	264759162.0	0.48944	99.25592014364338	73.18228960769308
S069_BJ20190426002DNA-0_gdna_wesplus_25436_S47_L002_R1_001	22.5445	0.949946	12449384891.0	90303918.0	0.478146	99.1891904597627	20.23720323837887
S069_SZ20191229066PES-a_ffpedna_wesplus_39074_S67_L004_R1_001	23.7655	0.950311	11422032362.0	90842818.0	0.530576	97.76597682088381	51.81138785906923
S069_SZ20191229070PTS-e_ffpedna_wesplus_38704_S19_L004_R1_001	23.9865	0.948451	15522739732.0	113646100.0	0.473193	99.16888128165671	22.012400680462363
S070_BJ20190416026PTS-4_atdna_wesplus_24951_S10_L001_R1_001	43.784	0.932033	31924136526.0	256649042.0	0.47577	99.34499873384492	49.96464907375587
S070_SZ20191229071PTS-b_ffpedna_wesplus_38705_S20_L004_R1_001	23.8294	0.949499	17048044778.0	126565890.0	0.48315	99.01683270407581	29.54388504067356
S071_BJ20190416028PTS-5_atdna_wesplus_24952_S11_L001_R1_001	44.878099999999996	0.931601	32153819019.0	260368956.0	0.480815	99.29018880411896	51.75877161043208
S071_BJ20190426004DNA-5_gdna_wesplus_25438_S49_L002_R1_001	24.0177	0.950183	13553414729.0	98018982.0	0.476555	99.1619865203044	18.368173321332605
S071_SZ20191229080PES-2_ffpedna_wesplus_38706_S21_L004_R1_001	23.2879	0.948892	14292910802.0	105491712.0	0.477277	98.98550372425858	24.151391596868585
S072_BJ20190416029PES-e_ffpedna_wesplus_24953_S12_L001_R1_001	42.3189	0.936902	28401780904.0	235895002.0	0.495349	99.22761255644652	57.06369859526394
S073_BJ20190416068PTS-b_atdna_wesplus_24954_S13_L001_R1_001	49.3792	0.939356	28220967494.0	239062044.0	0.498402	99.18496264933523	67.20558693753591
S074_BJ20190416015PES-f_ffpedna_wesplus_24955_S14_L001_R1_001	43.4821	0.935591	19480133324.0	175679436.0	0.488779	99.08081829693806	61.777741632513994
S075_BJ20190416112PTS-a_atdna_wesplus_24956_S15_L001_R1_001	45.784000000000006	0.932869	36005644115.0	285332950.0	0.487054	99.23274920499856	45.562921294014224
S076_BJ20190416105PES-e_ffpedna_wesplus_24957_S16_L001_R1_001	46.0651	0.927684	48788217321.0	373797038.0	0.514919	99.10534262894727	31.07153953840035
S077_BJ20190416126PTS-0_atdna_wesplus_24958_S6_L004_R1_001	38.6204	0.939938	36239823814.0	294442520.0	0.461746	99.11336909148638	50.430676958444764
S080_BJ20190416129PES-e_ffpedna_wesplus_24961_S9_L004_R1_001	31.6391	0.914736	21169741714.0	163752680.0	0.493778	98.95573585072766	27.532368480642965
S081_BJ20190416130PTS-6_atdna_wesplus_24962_S10_L004_R1_001	34.2324	0.91779	17709921172.0	144186092.0	0.481575	98.82634384337959	44.10197592382723
S081_SZ20200107025PES-3_ffpedna_wesplus_38716_S31_L004_R1_001	24.415200000000002	0.951347	13416881964.0	103652636.0	0.497456	98.87115383584472	43.95091521645498
S082_SZ20200107026PES-7_ffpedna_wesplus_38717_S32_L004_R1_001	27.7076	0.951626	18736476351.0	141151372.0	0.487003	99.05919453242915	36.090833317566364
S083_SZ20200107027PES-d_ffpedna_wesplus_38718_S33_L004_R1_001	23.494	0.953365	12549464261.0	96465088.0	0.483212	98.9634357701676	45.25856778510584
S084_SZ20200107028PES-6_ffpedna_wesplus_38719_S34_L004_R1_001	24.293699999999998	0.953074	12003555904.0	93533634.0	0.485723	98.84848995325989	47.92370541567858
S085_BJ20190416135PES-0_ffpedna_wesplus_24966_S14_L004_R1_001	33.5362	0.921663	18101399237.0	146871658.0	0.4851	99.02896076579842	45.94512167822843
S085_SZ20200107030PES-3_ffpedna_wesplus_38720_S35_L004_R1_001	24.2049	0.951696	11455611842.0	90249264.0	0.483308	98.91096224503258	50.855710098055376
S086_BJ20190416136PTS-6_atdna_wesplus_24967_S15_L004_R1_001	34.1295	0.916927	18640403385.0	151273880.0	0.461236	98.92338387846151	43.181605177140575
S086_SZ20200107031PES-e_ffpedna_wesplus_38721_S36_L004_R1_001	22.3083	0.951432	11117283542.0	91404468.0	0.483025	98.96956068173571	62.57146817587941
S087_BJ20190416141PES-5_ffpedna_wesplus_24968_S16_L004_R1_001	34.0562	0.914096	19083052895.0	149711014.0	0.492544	98.88656633740986	30.82227886633948
S087_SZ20191229038PTS-0_ffpedna_wesplus_38722_S37_L004_R1_001	20.985799999999998	0.953882	11521332127.0	89665212.0	0.490406	98.99351330984595	47.670332032721475
S088_BJ20190416142PTS-e_atdna_wesplus_24969_S17_L004_R1_001	32.49	0.916358	20434289263.0	160781738.0	0.485083	98.92129822175045	34.596019272303714
S088_SZ20191229039PTS-6_ffpedna_wesplus_38723_S38_L004_R1_001	23.1357	0.950871	13809851669.0	107236916.0	0.486298	98.99192599961643	44.353959964460834
S089_BJ20190416143PES-c_ffpedna_wesplus_24970_S18_L004_R1_001	34.3968	0.917826	20376004348.0	161158080.0	0.507881	98.80542717284374	36.35194907553228
S089_SZ20191229046PES-6_ffpedna_wesplus_38724_S39_L004_R1_001	33.7032	0.953319	36930284639.0	292558970.0	0.500483	99.02140204726183	51.73772883041151
S090_BJ20190416144PTS-c_atdna_wesplus_24971_S19_L004_R1_001	37.7718	0.91184	22496445323.0	176479586.0	0.474288	98.87369553842495	32.503973361499405
S090_SZ20191229044PES-f_ffpedna_wesplus_38725_S40_L004_R1_001	33.6054	0.949963	23403904593.0	186070366.0	0.514277	98.58012789166305	45.956071717577466
S090_SZ20191229061PTS-2_ffpedna_wesplus_38830_S45_L004_R1_001	29.0775	0.953725	12827269202.0	102462808.0	0.500619	98.34655427631752	54.14620339817482
S091_BJ20190416145PES-0_ffpedna_wesplus_24972_S20_L004_R1_001	33.8912	0.912929	19716795133.0	153903112.0	0.495226	98.86373879348542	30.562849240818924
S091_SZ20191229035PES-4_ffpedna_wesplus_38726_S41_L004_R1_001	38.114599999999996	0.952621	34128115618.0	289248890.0	0.505516	98.53856241466374	65.38612193436414
S091_SZ20191229063PTS-8_ffpedna_wesplus_38831_S46_L004_R1_001	25.782100000000003	0.951756	9658832873.0	83909930.0	0.520001	96.77111281959635	70.50049586154663
S092_BJ20190416146PTS-5_atdna_wesplus_24973_S21_L004_R1_001	34.7481	0.909554	21882260287.0	169441056.0	0.464645	98.96892475734629	26.403146491284357
S092_SZ20191229036PES-4_ffpedna_wesplus_38727_S42_L004_R1_001	33.7449	0.951389	28311527573.0	238181692.0	0.489467	98.5855724015736	63.684083142519164
S092_SZ20191229077PES-5_ffpedna_wesplus_38832_S47_L004_R1_001	30.041800000000002	0.953094	14063368430.0	113674450.0	0.494125	98.56938558723132	59.754943572341425
S093_SZ20191229037PES-e_ffpedna_wesplus_38728_S43_L004_R1_001	33.8508	0.95177	27962446831.0	236850962.0	0.506453	98.5368627090324	65.42119018783683
S094_SZ20191229047PES-7_ffpedna_wesplus_38729_S44_L004_R1_001	35.144	0.951927	38217617269.0	297683242.0	0.496681	98.95968731153759	45.58542910135882
S095_SZ20191229050PES-5_ffpedna_wesplus_38730_S45_L004_R1_001	35.9146	0.952895	33038295289.0	256295406.0	0.51153	99.01715808414754	42.05405322624237
S098_BJ20190416150PTS-f_atdna_wesplus_24979_S1_L002_R1_001	40.0161	0.941362	20242106479.0	169356496.0	0.507854	99.1426964900968	59.860820350197095
S098_BJ20190416159PES-e_ffpedna_wesplus_25216_S36_L004_R1_001	48.6705	0.948517	50627486935.0	392377446.0	0.506589	99.049098234106	41.72773922155
S099_BJ20190416160PTS-9_atdna_wesplus_25217_S37_L004_R1_001	54.4682	0.954074	58793744776.0	441699652.0	0.481737	99.25869538879243	35.05216420463634
S099_BJ20190416161PES-6_ffpedna_wesplus_24980_S2_L002_R1_001	39.8737	0.92295	31122842049.0	239430704.0	0.497649	99.16144773946152	29.212388734229105
S100_BJ20190416072PTS-e_atdna_wesplus_25218_S38_L004_R1_001	53.1813	0.957514	38886089831.0	336522896.0	0.515707	98.91148977450874	70.39497834932182
S100_BJ20190416168PTS-d_atdna_wesplus_24981_S3_L002_R1_001	39.5259	0.930022	36876618242.0	280443966.0	0.466796	99.33005721151874	29.743163107975544
S101_BJ20190416155PES-9_ffpedna_wesplus_25219_S39_L004_R1_001	55.4879	0.956301	38629493681.0	343047154.0	0.540973	98.62898677096726	71.7644566496548
S101_BJ20190416169PES-d_ffpedna_wesplus_24982_S4_L002_R1_001	41.245	0.93106	43651506596.0	341290016.0	0.497606	99.24645744339206	37.49977535853737
S102_BJ20190416149PES-8_ffpedna_wesplus_25220_S40_L004_R1_001	54.30629999999999	0.956756	29959417284.0	277884914.0	0.538053	98.45766464377562	78.08831604053842
S102_BJ20190416170PTS-0_atdna_wesplus_24983_S5_L002_R1_001	40.199	0.929686	29409771440.0	231122210.0	0.475776	99.29392094334166	41.022212377320855
S103_BJ20190416061PES-3_ffpedna_wesplus_25221_S41_L004_R1_001	46.4389	0.95528	38011582161.0	298747938.0	0.512184	99.12475834295466	46.82907215480151
S103_BJ20190416171PES-9_ffpedna_wesplus_24984_S6_L002_R1_001	35.992000000000004	0.928619	31934600489.0	245876994.0	0.507528	99.25721848953518	31.394490947108633
S104_BJ20190416067PES-a_ffpedna_wesplus_25222_S42_L004_R1_001	54.3724	0.957262	39224545289.0	368972772.0	0.53722	98.64157849593064	78.77531009546584
S104_BJ20190416172PTS-6_atdna_wesplus_24985_S7_L002_R1_001	37.7856	0.927344	38585755010.0	294071750.0	0.482754	99.24834883954541	28.745116029529154
S105_BJ20190416173PES-0_ffpedna_wesplus_24986_S8_L002_R1_001	38.7748	0.931754	34190819289.0	277345122.0	0.492273	99.21349768018415	48.22547770162909
S106_BJ20190416059PES-f_ffpedna_wesplus_24987_S9_L002_R1_001	35.8931	0.934494	29344983482.0	238293214.0	0.521001	99.15053986239411	51.21463785584209
S107_BJ20190416060PTS-7_atdna_wesplus_24988_S10_L002_R1_001	40.8404	0.931957	30110082761.0	237039054.0	0.471831	99.34242295543999	42.34548027848478
S108_BJ20190416062PTS-b_atdna_wesplus_24989_S11_L002_R1_001	42.9323	0.932986	37932386699.0	300155698.0	0.484849	99.28024429640779	45.54429923780284
S109_BJ20190416054PTS-2_atdna_wesplus_24990_S12_L002_R1_001	44.677299999999995	0.932677	39670307190.0	310239136.0	0.481063	99.3095934557254	41.481713504226164
S110_BJ20190416071PES-b_ffpedna_wesplus_24991_S13_L002_R1_001	42.7864	0.935664	37643429914.0	296813932.0	0.494006	99.11021105811012	44.76865563643166
S111_BJ20190416005PES-a_ffpedna_wesplus_24470_S36_L004_R1_001	46.8299	0.95125	22706945366.0	182758680.0	0.492234	98.99708983504775	51.42595894264841
S111_BJ20190416073PES-3_ffpedna_wesplus_24992_S14_L002_R1_001	41.4461	0.931404	35233761143.0	285327894.0	0.492375	99.24960235167048	49.862174458692785
S112_BJ20190416074PTS-7_atdna_wesplus_24993_S15_L002_R1_001	41.7709	0.929363	35064118257.0	267824514.0	0.47148	99.27619966585608	31.20117410086774
S113_BJ20190416025PES-0_ffpedna_wesplus_24472_S38_L004_R1_001	48.065799999999996	0.955091	35908956360.0	280610878.0	0.520694	99.15730652325472	47.58080038993106
S113_BJ20190416075PES-1_ffpedna_wesplus_24994_S16_L002_R1_001	42.5495	0.928722	38748892137.0	303027238.0	0.497209	99.20276626568956	38.20033378370178
S114_BJ20190416009PES-8_ffpedna_wesplus_24473_S39_L004_R1_001	47.612700000000004	0.953874	27157750497.0	226980698.0	0.506653	99.16809764856552	59.55678069590957
S114_BJ20190416106PTS-0_atdna_wesplus_24995_S17_L002_R1_001	39.874500000000005	0.928729	28119352410.0	221323762.0	0.4883	99.0891297481688	41.28761726687115
S114_SZ20200107033PES-1_ffpedna_wesplus_38854_S69_L004_R1_001	24.9104	0.951383	13933287033.0	103701030.0	0.505167	98.80926395966655	30.940499729415855
S115_BJ20190416027PES-c_ffpedna_wesplus_24474_S40_L004_R1_001	42.9354	0.954173	29177255283.0	243309882.0	0.507829	99.20827185769156	59.84724878949621
S115_BJ20190416107PES-5_ffpedna_wesplus_24996_S18_L002_R1_001	41.2091	0.937166	31135689121.0	252518460.0	0.500734	99.22725420394356	52.67712339897527
S115_SZ20200107034PES-9_ffpedna_wesplus_38855_S70_L004_R1_001	26.7374	0.952029	14471967910.0	108686964.0	0.504403	98.95266751122473	35.56803813668953
S116_BJ20190416097PES-b_ffpedna_wesplus_24475_S41_L004_R1_001	47.2913	0.9548	27998257900.0	227999504.0	0.492704	99.25767029464399	56.98436344372102
S116_BJ20190416108PTS-a_atdna_wesplus_24997_S19_L002_R1_001	46.6829	0.929045	36813474159.0	281466676.0	0.487792	99.1748479101375	30.940751012245833
S116_SZ20191229048PTS-e_ffpedna_wesplus_38856_S71_L004_R1_001	24.0887	0.947212	11666103591.0	90426114.0	0.507603	98.87058112443086	43.475182942490015
S117_BJ20190416115PES-2_ffpedna_wesplus_24476_S42_L004_R1_001	48.513400000000004	0.953199	33418289877.0	278058438.0	0.515505	99.05596985854467	60.95536574768102
S117_BJ20190416121PES-f_ffpedna_wesplus_24998_S20_L002_R1_001	38.5335	0.938129	26121048823.0	210691948.0	0.527815	99.16841540635832	48.76941319453103
S117_SZ20191229049PTS-a_ffpedna_wesplus_38857_S72_L004_R1_001	25.995	0.949224	13732425218.0	103949214.0	0.502867	98.87676101366083	34.66521797244777
S118_BJ20190416119PES-4_ffpedna_wesplus_24477_S43_L004_R1_001	44.912800000000004	0.955521	29394437834.0	241003906.0	0.523374	98.97039603606416	56.09707673866834
S118_BJ20190416122PTS-9_atdna_wesplus_24999_S21_L002_R1_001	40.305400000000006	0.932857	27152334894.0	215643480.0	0.47448	99.30006830430362	45.40582689881055
S118_SZ20200107037PES-2_ffpedna_wesplus_38858_S73_L004_R1_001	25.281399999999998	0.950447	13723169794.0	106634222.0	0.506138	98.97816033997907	44.467722321365606
S119_BJ20190416123PES-1_ffpedna_wesplus_25000_S22_L002_R1_001	40.3336	0.936137	33225067024.0	263392888.0	0.531297	99.13383817179621	44.00922669641716
S119_SZ20200107036PES-4_ffpedna_wesplus_38859_S74_L004_R1_001	26.4081	0.951767	13242750567.0	104514766.0	0.50386	98.9682226023075	51.57534961053884
S120_BJ20190416124PTS-2_atdna_wesplus_25001_S23_L002_R1_001	42.1307	0.931674	34389415258.0	269206128.0	0.501222	99.24865903809386	38.9180437682227
S120_SZ20200107039PES-5_ffpedna_wesplus_38860_S75_L004_R1_001	27.741100000000003	0.950818	13195396169.0	106250624.0	0.498162	98.69073231381437	55.95138867680182
S121_BJ20190416125PES-2_ffpedna_wesplus_25002_S24_L002_R1_001	39.156400000000005	0.9378	26480234356.0	220102248.0	0.510016	99.05772894064093	56.4047490049503
S121_SZ20200107040PES-b_ffpedna_wesplus_38861_S76_L004_R1_001	23.6833	0.953643	13276973764.0	101999692.0	0.506818	98.90543736998865	43.12279036585988
S134_SZ20191229067PES-8_ffpedna_wesplus_38995_S35_L004_R1_001	32.9422	0.950332	30949332563.0	227309222.0	0.51204	98.86046989671644	25.236459605137117
S135_SZ20191229072PES-8_ffpedna_wesplus_38996_S36_L004_R1_001	35.0912	0.951976	38678245080.0	297419164.0	0.516742	98.88557617324764	43.69730119085805
S136_SZ20191229073PES-3_ffpedna_wesplus_38997_S37_L004_R1_001	32.6293	0.950058	35636069841.0	269581234.0	0.516726	98.94412879135444	36.09475132391028
S137_SZ20191229076PES-a_ffpedna_wesplus_38998_S38_L004_R1_001	37.202400000000004	0.954939	31367450775.0	255263040.0	0.506481	98.96661950655442	61.36757352006752
S138_SZ20191229078PES-4_ffpedna_wesplus_38999_S39_L004_R1_001	37.412600000000005	0.945506	36146422691.0	272956000.0	0.493665	98.72807826386676	29.81313288886287
S139_SZ20191229079PES-c_ffpedna_wesplus_39000_S40_L004_R1_001	33.574799999999996	0.952326	34348453484.0	267700312.0	0.50106	98.93121155684315	48.344679132344496
S140_SZ20191229059PES-4_ffpedna_wesplus_39001_S41_L004_R1_001	27.5063	0.950833	18747733797.0	149450902.0	0.52903	97.2101486652597	49.867360495985366
S141_SZ20191229060PES-7_ffpedna_wesplus_39002_S42_L004_R1_001	28.8323	0.95118	18520496736.0	149406672.0	0.519228	96.80952349603467	53.82538125049925
S142_SZ20191229062PES-a_ffpedna_wesplus_39003_S43_L004_R1_001	28.461	0.951129	16200950904.0	135424816.0	0.527346	96.76353975449601	62.246058687236264
S143_SZ20191229064PES-d_ffpedna_wesplus_39004_S44_L004_R1_001	29.0583	0.954607	15357480546.0	134107212.0	0.556817	97.09323272669617	70.30315930615015
S144_SZ20191229066PES-a_ffpedna_wesplus_39005_S45_L004_R1_001	25.947300000000002	0.952674	16196457245.0	128691184.0	0.530972	97.82124172863602	52.226506212826905
S149_BJ20190416017PES-f_ffpedna_wesplus_25516_S21_L004_R1_001	37.4136	0.953123	39820006234.0	317182712.0	0.491269	99.13839104086662	46.69647719281084
S154_BJ20190424023PES-9_ffpedna_wesplus_25521_S26_L004_R1_001	41.976	0.96018	29108749969.0	234306452.0	0.497192	99.25205070354932	55.55166032459432
S155_BJ20190424025PTS-c_atdna_wesplus_25522_S27_L004_R1_001	44.5525	0.957732	33929372081.0	265848000.0	0.482569	99.27795312886207	50.03045990763485
S156_BJ20190424026PES-0_ffpedna_wesplus_25523_S28_L004_R1_001	43.087900000000005	0.957525	33159923325.0	264530482.0	0.520121	99.12794993363015	52.43079404884434
S157_BJ20190424009PES-4_ffpedna_wesplus_25524_S29_L004_R1_001	43.0359	0.957917	33342487484.0	257536850.0	0.51516	99.092731345746	47.83607323815805
S158_BJ20190424019PES-0_ffpedna_wesplus_25525_S30_L004_R1_001	40.7686	0.957712	33479209758.0	261729454.0	0.510814	99.00654387978574	50.681888802917186
S159_BJ20190424024PES-9_ffpedna_wesplus_25526_S31_L004_R1_001	41.7978	0.957182	36441412600.0	272256940.0	0.50284	99.12285012569477	34.72344577821949
