Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
S042_BJ20190424028DNA-a_gdna_wesplus_24662_S36_L003_R1_001	33.1529	0.951123	44116536412.0	323333486.0	0.494076	99.18573904763416	23.64798975745963
S042_BJ20190424039DNA-e_gdna_wesplus_25409_S20_L002_R1_001	24.7374	0.951862	14404653880.0	105492998.0	0.474623	99.21101599387728	25.336389047354913
S043_BJ20190424040DNA-6_gdna_wesplus_25410_S21_L002_R1_001	24.4701	0.953014	13537003177.0	98231618.0	0.473232	99.24719268839799	21.80470272596015
S043_BJ20190426001DNA-2_gdna_wesplus_24663_S37_L003_R1_001	38.931	0.95248	52140430227.0	380434584.0	0.49211	99.03493141189294	22.686434116300426
S044_BJ20190424041DNA-6_gdna_wesplus_25411_S22_L002_R1_001	23.274900000000002	0.955603	11748415124.0	84910592.0	0.470973	99.19796823042199	19.948573496198026
S044_SZ20200107024DNA-c_gdna_wesplus_38679_S26_L003_R1_001	25.1048	0.952084	19362325856.0	139074812.0	0.489167	99.05134501047058	14.50752509202048
S045_BJ20190424042DNA-c_gdna_wesplus_25412_S23_L002_R1_001	26.167800000000003	0.952983	17914471619.0	132778962.0	0.491855	99.06547356822524	30.4766068388002
S045_SZ20200107029DNA-a_gdna_wesplus_38680_S27_L003_R1_001	25.3749	0.952849	17428737126.0	126774876.0	0.49321	98.97097873747647	22.5488906573959
S046_BJ20190424043DNA-7_gdna_wesplus_25413_S24_L002_R1_001	23.5459	0.954956	12407338545.0	90096508.0	0.477032	99.2216885652979	22.39412602457798
S046_SZ20200107032DNA-4_gdna_wesplus_38681_S28_L003_R1_001	22.916900000000002	0.954282	14971248973.0	109679894.0	0.492049	99.1306644466968	25.667987042358753
S047_BJ20190416044PTS-5_atdna_wesplus_24546_S7_L003_R1_001	36.0244	0.94987	32656869319.0	255372538.0	0.488935	99.22066260234192	43.197299739048795
S047_BJ20190424044DNA-0_gdna_wesplus_25414_S25_L002_R1_001	24.0764	0.953687	12335040933.0	90239974.0	0.477024	99.23555609239739	25.98232396938996
S047_SZ20200107035DNA-2_gdna_wesplus_38682_S29_L003_R1_001	22.5695	0.950633	14787177055.0	109299232.0	0.492645	99.0017438197297	27.77544688777272
S048_BJ20190416045PES-6_ffpedna_wesplus_24547_S8_L003_R1_001	34.3157	0.949142	33492390074.0	255221326.0	0.489406	99.14911912747115	35.63058962783619
S048_BJ20190424045DNA-b_gdna_wesplus_25415_S26_L002_R1_001	23.533	0.952402	15030471844.0	112115326.0	0.497968	99.01409571925285	32.65656514755296
S048_SZ20200107038DNA-2_gdna_wesplus_38683_S30_L003_R1_001	22.1127	0.95199	14302284759.0	105270402.0	0.493769	98.96539208402476	26.772319849360336
S049_BJ20190416046PTS-5_atdna_wesplus_24548_S9_L003_R1_001	20.1841	0.939801	14751183064.0	113037296.0	0.471583	99.00556585048884	34.81871335440808
S049_SZ20200107042DNA-6_gdna_wesplus_38684_S31_L003_R1_001	25.9314	0.952991	17463331557.0	128063938.0	0.494027	98.95137637472004	26.00323109656064
S050_BJ20190416047PES-0_ffpedna_wesplus_24549_S10_L003_R1_001	38.178200000000004	0.951548	40303581386.0	310759636.0	0.490689	99.17562985502711	44.29422172027984
S050_BJ20190424047DNA-0_gdna_wesplus_25417_S28_L002_R1_001	21.6973	0.951747	14114772857.0	104258640.0	0.496903	99.03832964444149	28.174792677945494
S050_SZ20200107047DNA-f_gdna_wesplus_38685_S32_L003_R1_001	21.871199999999998	0.950606	14425148082.0	105614586.0	0.495128	98.86849957778871	24.367666931665052
S051_BJ20190416048PTS-c_atdna_wesplus_24550_S11_L003_R1_001	33.4309	0.946653	36945191001.0	281665052.0	0.497864	99.11863207114263	38.651514318039446
S051_BJ20190424048DNA-c_gdna_wesplus_25418_S29_L002_R1_001	21.1477	0.955022	12594808300.0	92920430.0	0.493692	99.08286500937018	27.522364878234207
S052_BJ20190416049PES-a_ffpedna_wesplus_24551_S12_L003_R1_001	35.144999999999996	0.947969	37199928612.0	281857114.0	0.501231	99.15915929227512	37.052107957588184
S052_BJ20190424049DNA-e_gdna_wesplus_25419_S30_L002_R1_001	22.5778	0.954219	14042318756.0	103630308.0	0.49642	99.06701764882804	28.589186043597042
S053_BJ20190416050PTS-1_atdna_wesplus_24552_S13_L003_R1_001	34.1559	0.942298	25543015911.0	197351746.0	0.464923	99.18399757879605	41.39824729078305
S053_BJ20190424050DNA-8_gdna_wesplus_25420_S31_L002_R1_001	22.5814	0.95471	14892310298.0	109010638.0	0.495831	99.0947730462995	25.335602606414536
S054_BJ20190416051PES-8_ffpedna_wesplus_24553_S14_L003_R1_001	32.99	0.951905	28775687317.0	229422538.0	0.486665	99.21102121148125	54.18134671118887
S054_BJ20190424051DNA-9_gdna_wesplus_25421_S32_L002_R1_001	23.7188	0.953762	12397624700.0	91653744.0	0.498254	98.98850302794163	28.52716135726195
S055_BJ20190416010PTS-8_atdna_wesplus_24554_S15_L003_R1_001	39.5928	0.947095	31916867922.0	262573978.0	0.481968	99.1404778786348	55.207186262936204
S055_BJ20190424052DNA-9_gdna_wesplus_25422_S33_L002_R1_001	22.7201	0.953807	14649312531.0	111400870.0	0.495134	99.0335608959811	36.372282134490476
S056_BJ20190416013PES-9_ffpedna_wesplus_24555_S16_L003_R1_001	37.7877	0.949635	26092024598.0	220149422.0	0.476562	99.15712126920295	61.45479224224716
S056_BJ20190424053DNA-7_gdna_wesplus_25423_S34_L002_R1_001	24.410999999999998	0.953697	13754824696.0	99908358.0	0.477246	99.1711376137839	22.500471544622158
S057_BJ20190416014PTS-4_atdna_wesplus_24556_S17_L003_R1_001	35.780499999999996	0.947045	24963537820.0	210211234.0	0.479182	99.17119765655227	62.0827074724429
S057_BJ20190424054DNA-6_gdna_wesplus_25424_S35_L002_R1_001	24.048	0.952418	13419845268.0	98954752.0	0.477383	99.16434774868858	28.417419626470902
S058_BJ20190416016PTS-8_atdna_wesplus_24557_S18_L003_R1_001	37.0626	0.94812	30856792859.0	248834260.0	0.473395	99.19722937868102	52.50797979273456
S059_BJ20190416086PTS-e_atdna_wesplus_24558_S19_L003_R1_001	35.7042	0.944041	31006344837.0	242919952.0	0.459128	99.2035762822808	44.2668407496747
S060_BJ20190416030PTS-e_atdna_wesplus_24559_S20_L003_R1_001	38.1037	0.948279	37098403913.0	293591798.0	0.486567	99.2098914376248	45.77923548303317
S061_BJ20190416033PES-d_ffpedna_wesplus_24560_S21_L003_R1_001	40.5377	0.950243	35898707963.0	285173284.0	0.49763	99.06798791276773	47.54099355004895
S061_BJ20190416053PES-5_ffpedna_wesplus_24942_S1_L001_R1_001	28.2768	0.933157	21847420100.0	171684926.0	0.513808	99.11422550949848	40.21289826792815
S061_BJ20190424058DNA-6_gdna_wesplus_25428_S39_L002_R1_001	23.4074	0.956253	12752257764.0	94946196.0	0.495378	99.03636416776487	32.565564751964104
S062_BJ20190416035PES-e_ffpedna_wesplus_24561_S22_L003_R1_001	38.689299999999996	0.948016	35638964845.0	288660396.0	0.499076	99.07983224509277	52.23460858391945
S062_BJ20190416079PES-7_ffpedna_wesplus_24943_S2_L001_R1_001	31.0941	0.928736	24019140097.0	189122882.0	0.497218	99.11169665591792	38.71206354807633
S063_BJ20190416157PES-e_ffpedna_wesplus_24944_S3_L001_R1_001	32.1409	0.934397	22190456995.0	177403974.0	0.501735	99.14046915169781	46.114108146170864
S063_BJ20190424060DNA-7_gdna_wesplus_25430_S41_L002_R1_001	21.9307	0.955557	12578074913.0	91528816.0	0.491435	99.15107469759235	22.64516563740894
S064_BJ20190416158PTS-f_atdna_wesplus_24945_S4_L001_R1_001	34.104600000000005	0.931097	25480197954.0	197741142.0	0.473248	99.29015530991485	38.29290368410444
S064_BJ20190424061DNA-8_gdna_wesplus_25431_S42_L002_R1_001	24.9419	0.953236	14344674053.0	104931110.0	0.492179	98.9958177280322	23.96025725545438
S065140_SZ20191229059PES-4_ffpedna_wesplus_39001_S41_L004_R1_001	36.2738	0.949784	32043887545.0	255542228.0	0.528918	97.17343151721623	49.67855397338142
S065_BJ20190416109PES-1_ffpedna_wesplus_24946_S5_L001_R1_001	32.2004	0.939148	26421584312.0	213982160.0	0.523703	99.04943589004111	50.06446017412731
S065_BJ20190424062DNA-3_gdna_wesplus_25432_S43_L002_R1_001	24.1519	0.950474	14928925625.0	108962394.0	0.492613	98.98444697443553	21.541883627189375
S065_SZ20191229059PES-4_ffpedna_wesplus_39070_S63_L004_R1_001	25.3514	0.94831	13296153748.0	106091326.0	0.528762	97.12175508544905	49.41282398337798
S066141_SZ20191229060PES-7_ffpedna_wesplus_39002_S42_L004_R1_001	38.000299999999996	0.950168	31589562680.0	254967620.0	0.519143	96.76625758514193	53.672565947823955
S066_BJ20190416110PTS-c_atdna_wesplus_24947_S6_L001_R1_001	32.3235	0.931367	25244300318.0	204781140.0	0.478541	99.24194752616326	49.18696542833585
S066_SZ20191229060PES-7_ffpedna_wesplus_39071_S64_L004_R1_001	26.2353	0.948738	13069065944.0	105560948.0	0.519023	96.70508683610072	53.456510713189395
